V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102
0,10.935,11.503,12.063,12.616,13.161,13.7,14.229,14.75,15.261,15.76,16.246,16.719,17.177,17.618,18.041,18.446,18.832,19.197,19.541,19.862,20.161,20.436,20.686,20.91,21.106,21.274,21.411,21.517,21.587,21.621,21.616,21.569,21.478,21.339,21.151,20.911,20.616,20.266,19.858,19.392,18.867,18.284,17.643,16.946,16.195,15.394,14.546,13.655,12.727,11.767,10.781,9.777,8.76,7.739,6.721,5.713,4.724,3.761,2.831,1.941,1.098,0.308,-0.424,-1.093,-1.695,-2.227,-2.687,-3.074,-3.388,-3.629,-3.8,-3.904,-3.945,-3.927,-3.857,-3.74,-3.583,-3.395,-3.183,-2.955,-2.72,-2.484,-2.257,-2.046,-1.857,-1.697,-1.571,-1.484,-1.438,-1.437,-1.482,-1.573,-1.709,-1.889,-2.109,-2.367,-2.657,-2.974,-3.314,-3.671,NA
0,7.708,7.786,7.86,7.926,7.984,8.031,8.068,8.095,8.113,8.123,8.129,8.134,8.143,8.159,8.187,8.234,8.305,8.405,8.538,8.71,8.924,9.185,9.494,9.852,10.26,10.718,11.223,11.772,12.362,12.987,13.641,14.316,15.005,15.7,16.391,17.069,17.726,18.35,18.934,19.468,19.943,20.353,20.69,20.948,21.122,21.209,21.205,21.108,20.919,20.638,20.266,19.807,19.264,18.641,17.944,17.179,16.351,15.468,14.537,13.563,12.555,11.518,10.46,9.387,8.304,7.218,6.133,5.054,3.986,2.934,1.899,0.887,-0.101,-1.061,-1.991,-2.89,-3.754,-4.584,-5.376,-6.131,-6.848,-7.526,-8.166,-8.767,-9.33,-9.856,-10.346,-10.801,-11.223,-11.613,-11.974,-12.306,-12.612,-12.893,-13.15,-13.385,-13.597,-13.788,-13.957,-14.103,NA
0,-3.465,-2.988,-2.534,-2.113,-1.732,-1.399,-1.121,-0.904,-0.752,-0.671,-0.662,-0.729,-0.87,-1.085,-1.373,-1.731,-2.154,-2.638,-3.175,-3.76,-4.384,-5.039,-5.716,-6.407,-7.101,-7.791,-8.466,-9.12,-9.743,-10.33,-10.873,-11.369,-11.813,-12.203,-12.537,-12.816,-13.039,-13.211,-13.334,-13.411,-13.449,-13.453,-13.429,-13.382,-13.32,-13.247,-13.171,-13.095,-13.024,-12.963,-12.913,-12.877,-12.856,-12.85,-12.859,-12.881,-12.914,-12.956,-13.003,-13.054,-13.104,-13.15,-13.19,-13.221,-13.24,-13.245,-13.236,-13.211,-13.17,-13.114,-13.044,-12.96,-12.865,-12.761,-12.651,-12.536,-12.421,-12.308,-12.199,-12.098,-12.006,-11.926,-11.86,-11.808,-11.772,-11.753,-11.749,-11.761,-11.786,-11.824,-11.872,-11.927,-11.986,-12.045,-12.101,-12.148,-12.183,-12.2,-12.194,-12.162,NA
0,-7.104,-6.595,-6.118,-5.68,-5.288,-4.946,-4.66,-4.433,-4.269,-4.17,-4.137,-4.17,-4.268,-4.427,-4.645,-4.916,-5.236,-5.597,-5.991,-6.41,-6.847,-7.291,-7.733,-8.165,-8.577,-8.961,-9.309,-9.615,-9.871,-10.074,-10.219,-10.305,-10.329,-10.293,-10.198,-10.046,-9.842,-9.591,-9.3,-8.974,-8.622,-8.25,-7.869,-7.484,-7.104,-6.736,-6.387,-6.062,-5.766,-5.504,-5.278,-5.089,-4.938,-4.824,-4.746,-4.7,-4.684,-4.693,-4.721,-4.765,-4.818,-4.876,-4.932,-4.982,-5.022,-5.048,-5.056,-5.043,-5.009,-4.951,-4.87,-4.766,-4.64,-4.494,-4.329,-4.148,-3.953,-3.746,-3.531,-3.308,-3.08,-2.848,-2.615,-2.38,-2.143,-1.905,-1.665,-1.423,-1.176,-0.924,-0.665,-0.398,-0.122,0.165,0.462,0.77,1.088,1.416,1.752,2.094,NA
0,-4.47,-5.512,-6.554,-7.588,-8.604,-9.593,-10.545,-11.452,-12.303,-13.091,-13.808,-14.445,-14.997,-15.458,-15.822,-16.087,-16.249,-16.308,-16.263,-16.116,-15.87,-15.528,-15.096,-14.581,-13.989,-13.331,-12.615,-11.853,-11.054,-10.232,-9.398,-8.565,-7.744,-6.947,-6.187,-5.473,-4.816,-4.225,-3.708,-3.273,-2.923,-2.664,-2.499,-2.428,-2.452,-2.569,-2.775,-3.066,-3.437,-3.88,-4.389,-4.955,-5.568,-6.219,-6.897,-7.592,-8.295,-8.994,-9.679,-10.343,-10.974,-11.567,-12.112,-12.604,-13.038,-13.408,-13.712,-13.948,-14.114,-14.21,-14.238,-14.198,-14.095,-13.932,-13.712,-13.441,-13.125,-12.767,-12.376,-11.955,-11.511,-11.05,-10.576,-10.096,-9.612,-9.13,-8.652,-8.181,-7.719,-7.268,-6.829,-6.402,-5.986,-5.581,-5.187,-4.801,-4.422,-4.048,-3.678,-3.31,NA
0,-4.407,-4.741,-5.003,-5.189,-5.301,-5.338,-5.303,-5.198,-5.028,-4.797,-4.512,-4.18,-3.807,-3.4,-2.968,-2.518,-2.058,-1.596,-1.137,-0.689,-0.257,0.153,0.538,0.893,1.217,1.508,1.765,1.988,2.18,2.341,2.474,2.582,2.67,2.741,2.8,2.851,2.899,2.948,3.001,3.064,3.139,3.228,3.334,3.458,3.6,3.761,3.939,4.134,4.343,4.563,4.791,5.025,5.26,5.492,5.718,5.934,6.136,6.322,6.489,6.635,6.758,6.857,6.932,6.985,7.015,7.026,7.019,6.997,6.964,6.925,6.881,6.839,6.801,6.773,6.757,6.757,6.777,6.819,6.886,6.978,7.098,7.247,7.424,7.629,7.863,8.125,8.412,8.726,9.063,9.423,9.804,10.205,10.624,11.061,11.512,11.977,12.454,12.94,13.435,13.936,NA
0,8.876,9.175,9.462,9.742,10.017,10.29,10.566,10.846,11.136,11.438,11.754,12.088,12.443,12.819,13.218,13.642,14.09,14.562,15.057,15.572,16.105,16.652,17.211,17.774,18.338,18.896,19.443,19.971,20.473,20.943,21.374,21.758,22.089,22.361,22.568,22.705,22.767,22.75,22.652,22.47,22.205,21.855,21.423,20.912,20.324,19.666,18.942,18.161,17.33,16.459,15.556,14.634,13.702,12.773,11.856,10.964,10.107,9.295,8.54,7.848,7.228,6.686,6.228,5.856,5.574,5.381,5.276,5.255,5.315,5.449,5.65,5.907,6.213,6.554,6.921,7.3,7.678,8.044,8.385,8.689,8.946,9.143,9.273,9.329,9.302,9.19,8.988,8.695,8.313,7.844,7.291,6.66,5.959,5.197,4.383,3.529,2.645,1.744,0.84,-0.057,NA
0,-3.249,-2.915,-2.563,-2.195,-1.817,-1.433,-1.046,-0.662,-0.285,0.082,0.433,0.766,1.077,1.364,1.624,1.855,2.057,2.228,2.371,2.484,2.571,2.634,2.676,2.7,2.712,2.714,2.712,2.711,2.716,2.731,2.761,2.812,2.886,2.987,3.119,3.285,3.485,3.722,3.997,4.309,4.658,5.043,5.463,5.914,6.395,6.902,7.431,7.978,8.538,9.106,9.677,10.244,10.802,11.344,11.865,12.358,12.817,13.235,13.608,13.929,14.194,14.398,14.538,14.611,14.615,14.55,14.414,14.21,13.939,13.605,13.211,12.763,12.267,11.729,11.157,10.558,9.941,9.314,8.685,8.063,7.455,6.868,6.308,5.783,5.295,4.85,4.45,4.096,3.79,3.531,3.318,3.149,3.02,2.928,2.868,2.836,2.826,2.834,2.853,2.878,NA
0,5.333,5.211,5.106,5.015,4.933,4.857,4.782,4.706,4.624,4.535,4.436,4.325,4.204,4.071,3.928,3.776,3.618,3.456,3.293,3.132,2.977,2.831,2.698,2.581,2.483,2.405,2.351,2.322,2.318,2.341,2.389,2.463,2.562,2.684,2.827,2.989,3.169,3.364,3.571,3.788,4.013,4.243,4.476,4.711,4.946,5.178,5.407,5.632,5.851,6.065,6.271,6.471,6.663,6.847,7.024,7.192,7.352,7.502,7.644,7.775,7.895,8.003,8.097,8.176,8.238,8.281,8.303,8.301,8.273,8.216,8.128,8.006,7.848,7.654,7.42,7.147,6.835,6.484,6.096,5.673,5.217,4.734,4.228,3.704,3.17,2.631,2.096,1.572,1.067,0.589,0.147,-0.253,-0.604,-0.898,-1.132,-1.3,-1.399,-1.428,-1.385,-1.271,NA
0,14.852,15.087,15.287,15.449,15.568,15.643,15.671,15.649,15.576,15.451,15.273,15.042,14.757,14.421,14.034,13.598,13.116,12.59,12.023,11.421,10.787,10.127,9.444,8.746,8.037,7.324,6.612,5.909,5.219,4.55,3.905,3.292,2.714,2.176,1.683,1.236,0.84,0.495,0.202,-0.037,-0.223,-0.357,-0.441,-0.477,-0.467,-0.416,-0.327,-0.204,-0.05,0.129,0.329,0.545,0.773,1.008,1.247,1.485,1.719,1.944,2.158,2.358,2.54,2.703,2.844,2.962,3.053,3.118,3.155,3.162,3.138,3.083,2.997,2.877,2.724,2.538,2.319,2.066,1.78,1.461,1.111,0.73,0.32,-0.118,-0.581,-1.067,-1.572,-2.093,-2.627,-3.169,-3.714,-4.257,-4.793,-5.316,-5.82,-6.3,-6.75,-7.164,-7.536,-7.863,-8.139,-8.361,NA
0,-6.565,-6.61,-6.648,-6.676,-6.692,-6.691,-6.672,-6.631,-6.566,-6.474,-6.353,-6.201,-6.019,-5.803,-5.554,-5.271,-4.954,-4.603,-4.219,-3.803,-3.356,-2.878,-2.371,-1.836,-1.274,-0.688,-0.077,0.557,1.212,1.888,2.582,3.294,4.021,4.762,5.515,6.277,7.046,7.818,8.589,9.356,10.114,10.857,11.581,12.28,12.948,13.578,14.165,14.702,15.185,15.607,15.965,16.252,16.467,16.608,16.671,16.658,16.568,16.402,16.165,15.859,15.488,15.059,14.576,14.047,13.478,12.875,12.247,11.6,10.94,10.274,9.607,8.945,8.292,7.651,7.026,6.419,5.83,5.261,4.711,4.18,3.666,3.168,2.683,2.21,1.745,1.286,0.83,0.376,-0.08,-0.54,-1.005,-1.477,-1.956,-2.444,-2.94,-3.445,-3.956,-4.473,-4.992,-5.513,NA
0,15.447,15.638,15.735,15.738,15.647,15.464,15.191,14.832,14.392,13.875,13.29,12.643,11.943,11.199,10.42,9.616,8.798,7.975,7.158,6.357,5.582,4.84,4.142,3.493,2.9,2.368,1.901,1.501,1.169,0.906,0.71,0.577,0.504,0.486,0.517,0.591,0.699,0.836,0.993,1.163,1.338,1.511,1.677,1.829,1.964,2.077,2.167,2.23,2.268,2.28,2.269,2.237,2.186,2.121,2.048,1.97,1.892,1.821,1.761,1.716,1.692,1.691,1.718,1.775,1.863,1.982,2.135,2.318,2.531,2.772,3.038,3.324,3.628,3.946,4.272,4.604,4.936,5.266,5.589,5.903,6.205,6.493,6.766,7.022,7.262,7.485,7.692,7.885,8.064,8.231,8.387,8.534,8.674,8.808,8.935,9.058,9.176,9.289,9.396,9.497,NA
0,-8.241,-8.124,-7.985,-7.819,-7.619,-7.381,-7.1,-6.774,-6.397,-5.967,-5.483,-4.944,-4.349,-3.699,-2.996,-2.242,-1.441,-0.596,0.286,1.2,2.14,3.097,4.064,5.032,5.992,6.935,7.851,8.729,9.56,10.334,11.041,11.671,12.215,12.666,13.014,13.254,13.379,13.384,13.266,13.023,12.653,12.157,11.536,10.795,9.936,8.968,7.896,6.73,5.478,4.152,2.762,1.321,-0.159,-1.665,-3.185,-4.706,-6.214,-7.698,-9.146,-10.546,-11.888,-13.163,-14.359,-15.47,-16.489,-17.407,-18.221,-18.924,-19.514,-19.988,-20.344,-20.58,-20.698,-20.697,-20.58,-20.35,-20.009,-19.564,-19.019,-18.38,-17.656,-16.854,-15.983,-15.052,-14.071,-13.05,-11.999,-10.93,-9.853,-8.779,-7.719,-6.68,-5.675,-4.711,-3.795,-2.936,-2.139,-1.41,-0.751,-0.168,NA
0,-2.227,-1.535,-0.8,-0.03,0.767,1.581,2.402,3.221,4.026,4.808,5.559,6.267,6.927,7.529,8.066,8.535,8.928,9.244,9.479,9.633,9.706,9.7,9.618,9.463,9.241,8.957,8.619,8.233,7.808,7.35,6.87,6.373,5.867,5.36,4.857,4.364,3.886,3.425,2.984,2.565,2.168,1.793,1.438,1.101,0.779,0.469,0.168,-0.128,-0.423,-0.72,-1.024,-1.336,-1.66,-1.997,-2.35,-2.718,-3.103,-3.504,-3.922,-4.353,-4.797,-5.252,-5.714,-6.182,-6.652,-7.121,-7.586,-8.043,-8.488,-8.918,-9.328,-9.716,-10.078,-10.41,-10.709,-10.971,-11.193,-11.373,-11.509,-11.597,-11.637,-11.628,-11.568,-11.459,-11.301,-11.095,-10.843,-10.549,-10.215,-9.848,-9.45,-9.028,-8.588,-8.136,-7.68,-7.225,-6.779,-6.35,-5.943,-5.565,NA
0,14.061,14.996,15.878,16.701,17.464,18.163,18.799,19.371,19.88,20.328,20.716,21.049,21.327,21.555,21.736,21.872,21.966,22.02,22.034,22.011,21.949,21.849,21.709,21.528,21.302,21.03,20.709,20.335,19.907,19.42,18.874,18.266,17.596,16.863,16.069,15.214,14.303,13.339,12.326,11.272,10.182,9.065,7.928,6.779,5.629,4.486,3.358,2.254,1.184,0.153,-0.83,-1.76,-2.632,-3.442,-4.185,-4.859,-5.464,-5.998,-6.462,-6.856,-7.182,-7.441,-7.636,-7.769,-7.842,-7.858,-7.819,-7.728,-7.586,-7.395,-7.158,-6.874,-6.546,-6.174,-5.76,-5.304,-4.808,-4.272,-3.698,-3.088,-2.443,-1.767,-1.062,-0.331,0.42,1.188,1.968,2.753,3.538,4.315,5.079,5.823,6.538,7.219,7.86,8.452,8.993,9.475,9.896,10.251,NA
0,-0.998,-1.008,-1.009,-0.997,-0.97,-0.927,-0.864,-0.779,-0.67,-0.535,-0.373,-0.181,0.042,0.295,0.578,0.892,1.234,1.603,1.997,2.411,2.842,3.287,3.739,4.194,4.646,5.09,5.519,5.927,6.308,6.657,6.967,7.233,7.449,7.612,7.717,7.759,7.737,7.646,7.485,7.252,6.946,6.566,6.111,5.584,4.983,4.31,3.568,2.756,1.88,0.94,-0.06,-1.115,-2.223,-3.377,-4.574,-5.808,-7.073,-8.361,-9.666,-10.981,-12.296,-13.605,-14.897,-16.164,-17.396,-18.584,-19.719,-20.791,-21.791,-22.71,-23.541,-24.275,-24.906,-25.429,-25.837,-26.128,-26.299,-26.348,-26.276,-26.082,-25.77,-25.342,-24.803,-24.159,-23.415,-22.58,-21.66,-20.665,-19.603,-18.484,-17.317,-16.11,-14.874,-13.618,-12.349,-11.076,-9.807,-8.548,-7.305,-6.085,NA
0,1.936,1.599,1.274,0.958,0.649,0.343,0.037,-0.272,-0.586,-0.911,-1.248,-1.601,-1.972,-2.365,-2.781,-3.222,-3.69,-4.186,-4.71,-5.263,-5.845,-6.454,-7.09,-7.75,-8.432,-9.133,-9.849,-10.577,-11.314,-12.053,-12.791,-13.523,-14.243,-14.947,-15.631,-16.289,-16.918,-17.513,-18.072,-18.591,-19.068,-19.501,-19.89,-20.233,-20.53,-20.782,-20.99,-21.154,-21.276,-21.359,-21.403,-21.41,-21.382,-21.32,-21.226,-21.101,-20.946,-20.761,-20.546,-20.301,-20.025,-19.717,-19.377,-19.003,-18.594,-18.149,-17.665,-17.142,-16.58,-15.976,-15.331,-14.645,-13.918,-13.151,-12.346,-11.505,-10.629,-9.723,-8.788,-7.829,-6.851,-5.857,-4.852,-3.84,-2.827,-1.817,-0.815,0.174,1.145,2.095,3.018,3.91,4.767,5.586,6.362,7.093,7.775,8.404,8.977,9.492,NA
0,14.326,13.896,13.411,12.875,12.292,11.669,11.009,10.319,9.605,8.872,8.127,7.375,6.623,5.875,5.137,4.414,3.71,3.029,2.375,1.75,1.156,0.596,0.07,-0.419,-0.873,-1.291,-1.675,-2.024,-2.342,-2.63,-2.89,-3.125,-3.338,-3.532,-3.712,-3.88,-4.04,-4.197,-4.353,-4.512,-4.678,-4.854,-5.042,-5.245,-5.464,-5.701,-5.956,-6.229,-6.521,-6.829,-7.151,-7.486,-7.829,-8.179,-8.53,-8.878,-9.218,-9.546,-9.856,-10.143,-10.402,-10.627,-10.815,-10.96,-11.059,-11.107,-11.102,-11.042,-10.923,-10.745,-10.507,-10.21,-9.853,-9.44,-8.971,-8.449,-7.879,-7.263,-6.607,-5.915,-5.192,-4.444,-3.676,-2.895,-2.105,-1.314,-0.525,0.255,1.022,1.77,2.495,3.193,3.861,4.497,5.096,5.658,6.182,6.666,7.11,7.516,NA
0,1.749,1.719,1.654,1.559,1.44,1.301,1.144,0.973,0.791,0.599,0.399,0.19,-0.026,-0.249,-0.48,-0.717,-0.962,-1.213,-1.469,-1.73,-1.992,-2.253,-2.512,-2.762,-3.002,-3.226,-3.429,-3.608,-3.756,-3.87,-3.945,-3.977,-3.963,-3.9,-3.786,-3.619,-3.401,-3.131,-2.811,-2.443,-2.031,-1.579,-1.091,-0.573,-0.031,0.53,1.103,1.682,2.259,2.829,3.386,3.923,4.435,4.917,5.366,5.776,6.145,6.47,6.749,6.981,7.165,7.302,7.391,7.434,7.433,7.389,7.305,7.184,7.028,6.841,6.627,6.389,6.132,5.858,5.573,5.279,4.983,4.686,4.395,4.112,3.842,3.589,3.358,3.152,2.974,2.83,2.721,2.652,2.626,2.645,2.712,2.828,2.996,3.216,3.489,3.816,4.196,4.627,5.109,5.639,NA
0,-9.185,-8.67,-8.146,-7.62,-7.099,-6.59,-6.1,-5.636,-5.202,-4.804,-4.445,-4.128,-3.856,-3.63,-3.45,-3.315,-3.225,-3.176,-3.166,-3.191,-3.247,-3.331,-3.437,-3.56,-3.698,-3.844,-3.995,-4.147,-4.297,-4.443,-4.582,-4.713,-4.835,-4.948,-5.051,-5.147,-5.235,-5.318,-5.397,-5.474,-5.55,-5.628,-5.708,-5.791,-5.877,-5.966,-6.057,-6.147,-6.234,-6.314,-6.382,-6.433,-6.462,-6.461,-6.423,-6.342,-6.209,-6.019,-5.763,-5.436,-5.033,-4.548,-3.979,-3.324,-2.584,-1.758,-0.853,0.129,1.18,2.291,3.451,4.648,5.87,7.1,8.326,9.529,10.695,11.807,12.85,13.809,14.67,15.421,16.051,16.551,16.914,17.136,17.213,17.147,16.937,16.589,16.109,15.504,14.783,13.958,13.04,12.042,10.976,9.858,8.699,7.515,NA
0,5.516,5.109,4.689,4.259,3.817,3.364,2.897,2.418,1.923,1.414,0.887,0.343,-0.221,-0.806,-1.411,-2.039,-2.689,-3.363,-4.059,-4.778,-5.518,-6.28,-7.06,-7.859,-8.673,-9.501,-10.34,-11.188,-12.041,-12.899,-13.757,-14.612,-15.464,-16.309,-17.144,-17.968,-18.779,-19.574,-20.353,-21.114,-21.856,-22.577,-23.277,-23.954,-24.607,-25.236,-25.838,-26.413,-26.959,-27.474,-27.957,-28.404,-28.815,-29.185,-29.512,-29.794,-30.026,-30.207,-30.333,-30.402,-30.41,-30.356,-30.239,-30.056,-29.807,-29.492,-29.112,-28.669,-28.166,-27.604,-26.989,-26.324,-25.616,-24.871,-24.095,-23.295,-22.477,-21.651,-20.822,-19.998,-19.185,-18.391,-17.62,-16.878,-16.17,-15.498,-14.865,-14.274,-13.725,-13.218,-12.753,-12.329,-11.943,-11.594,-11.278,-10.992,-10.734,-10.5,-10.286,-10.09,NA
0,8.731,9.034,9.277,9.465,9.601,9.691,9.74,9.753,9.738,9.701,9.647,9.582,9.513,9.444,9.38,9.326,9.284,9.257,9.249,9.261,9.293,9.347,9.422,9.519,9.638,9.778,9.938,10.118,10.316,10.532,10.765,11.015,11.281,11.562,11.858,12.168,12.493,12.83,13.18,13.541,13.912,14.292,14.68,15.073,15.469,15.867,16.262,16.652,17.034,17.404,17.759,18.096,18.409,18.696,18.952,19.176,19.362,19.508,19.612,19.671,19.684,19.649,19.565,19.434,19.255,19.03,18.761,18.45,18.102,17.72,17.308,16.873,16.418,15.951,15.477,15.003,14.535,14.08,13.644,13.233,12.853,12.509,12.206,11.947,11.737,11.579,11.474,11.422,11.426,11.484,11.596,11.757,11.967,12.222,12.516,12.846,13.205,13.588,13.988,14.4,NA
0,-8.244,-7.157,-5.998,-4.779,-3.512,-2.211,-0.888,0.442,1.765,3.067,4.335,5.554,6.712,7.797,8.796,9.699,10.497,11.182,11.746,12.185,12.494,12.671,12.716,12.629,12.413,12.073,11.613,11.041,10.367,9.598,8.747,7.825,6.844,5.817,4.757,3.677,2.591,1.51,0.447,-0.586,-1.579,-2.522,-3.407,-4.226,-4.972,-5.641,-6.228,-6.73,-7.146,-7.475,-7.716,-7.872,-7.943,-7.933,-7.844,-7.679,-7.445,-7.144,-6.783,-6.365,-5.898,-5.386,-4.836,-4.255,-3.648,-3.023,-2.385,-1.743,-1.104,-0.474,0.14,0.731,1.292,1.816,2.297,2.73,3.109,3.429,3.687,3.88,4.004,4.058,4.042,3.956,3.8,3.576,3.287,2.937,2.529,2.067,1.556,1.003,0.411,-0.213,-0.864,-1.536,-2.225,-2.926,-3.634,-4.344,NA
0,-7.085,-7.479,-7.813,-8.084,-8.291,-8.433,-8.508,-8.518,-8.462,-8.342,-8.159,-7.915,-7.615,-7.261,-6.856,-6.407,-5.917,-5.391,-4.836,-4.258,-3.662,-3.054,-2.442,-1.831,-1.229,-0.64,-0.071,0.473,0.986,1.465,1.905,2.303,2.656,2.963,3.222,3.433,3.597,3.716,3.79,3.823,3.818,3.779,3.71,3.616,3.503,3.375,3.238,3.098,2.958,2.826,2.704,2.598,2.511,2.447,2.408,2.396,2.413,2.459,2.533,2.635,2.763,2.915,3.087,3.275,3.477,3.686,3.897,4.106,4.307,4.494,4.661,4.803,4.915,4.992,5.03,5.025,4.973,4.873,4.721,4.517,4.26,3.951,3.59,3.178,2.717,2.211,1.662,1.072,0.447,-0.211,-0.897,-1.608,-2.34,-3.088,-3.847,-4.616,-5.389,-6.163,-6.933,-7.697,NA
0,8.878,9.07,9.203,9.273,9.28,9.222,9.099,8.911,8.66,8.347,7.974,7.545,7.062,6.53,5.954,5.338,4.689,4.01,3.31,2.592,1.864,1.131,0.398,-0.328,-1.042,-1.74,-2.417,-3.069,-3.692,-4.284,-4.842,-5.364,-5.849,-6.296,-6.705,-7.075,-7.409,-7.706,-7.968,-8.198,-8.397,-8.568,-8.712,-8.834,-8.935,-9.017,-9.083,-9.135,-9.175,-9.204,-9.223,-9.232,-9.232,-9.222,-9.201,-9.168,-9.122,-9.06,-8.979,-8.878,-8.753,-8.602,-8.423,-8.213,-7.97,-7.693,-7.379,-7.03,-6.643,-6.221,-5.764,-5.273,-4.75,-4.199,-3.622,-3.022,-2.403,-1.767,-1.119,-0.461,0.203,0.871,1.54,2.209,2.876,3.539,4.198,4.851,5.5,6.141,6.777,7.406,8.027,8.64,9.243,9.836,10.415,10.98,11.526,12.052,NA
0,-7.506,-8.436,-9.383,-10.337,-11.29,-12.234,-13.159,-14.056,-14.915,-15.726,-16.48,-17.166,-17.777,-18.305,-18.74,-19.078,-19.313,-19.44,-19.458,-19.367,-19.165,-18.857,-18.445,-17.936,-17.337,-16.655,-15.902,-15.086,-14.22,-13.316,-12.386,-11.441,-10.495,-9.56,-8.645,-7.762,-6.921,-6.129,-5.394,-4.723,-4.118,-3.586,-3.126,-2.742,-2.431,-2.193,-2.027,-1.927,-1.891,-1.913,-1.988,-2.11,-2.272,-2.468,-2.691,-2.934,-3.188,-3.448,-3.704,-3.952,-4.183,-4.391,-4.57,-4.713,-4.814,-4.87,-4.874,-4.824,-4.715,-4.547,-4.316,-4.022,-3.665,-3.246,-2.766,-2.23,-1.639,-1,-0.316,0.405,1.156,1.931,2.721,3.518,4.313,5.098,5.865,6.603,7.307,7.967,8.577,9.13,9.621,10.045,10.399,10.68,10.886,11.016,11.071,11.053,NA
0,-14.534,-14.612,-14.678,-14.734,-14.78,-14.815,-14.841,-14.856,-14.859,-14.848,-14.819,-14.771,-14.7,-14.602,-14.474,-14.312,-14.113,-13.874,-13.592,-13.265,-12.892,-12.474,-12.009,-11.502,-10.953,-10.368,-9.753,-9.112,-8.453,-7.784,-7.113,-6.451,-5.804,-5.183,-4.597,-4.053,-3.559,-3.122,-2.746,-2.436,-2.195,-2.023,-1.921,-1.887,-1.917,-2.007,-2.152,-2.346,-2.58,-2.847,-3.139,-3.447,-3.765,-4.082,-4.393,-4.692,-4.971,-5.227,-5.456,-5.656,-5.824,-5.961,-6.067,-6.143,-6.192,-6.218,-6.223,-6.211,-6.187,-6.156,-6.121,-6.087,-6.059,-6.038,-6.029,-6.034,-6.054,-6.092,-6.146,-6.218,-6.306,-6.409,-6.523,-6.646,-6.774,-6.903,-7.028,-7.145,-7.248,-7.331,-7.391,-7.42,-7.415,-7.371,-7.283,-7.147,-6.961,-6.723,-6.43,-6.082,NA
0,8.72,8.946,9.139,9.302,9.44,9.556,9.655,9.74,9.817,9.889,9.961,10.033,10.111,10.195,10.287,10.388,10.496,10.613,10.735,10.86,10.987,11.111,11.23,11.339,11.435,11.514,11.572,11.605,11.611,11.586,11.528,11.435,11.305,11.139,10.936,10.695,10.418,10.107,9.762,9.386,8.98,8.549,8.093,7.615,7.118,6.605,6.077,5.537,4.987,4.429,3.864,3.295,2.722,2.148,1.575,1.003,0.435,-0.126,-0.679,-1.219,-1.743,-2.249,-2.731,-3.185,-3.606,-3.989,-4.327,-4.617,-4.851,-5.025,-5.133,-5.17,-5.132,-5.015,-4.816,-4.534,-4.166,-3.713,-3.177,-2.559,-1.864,-1.096,-0.261,0.633,1.579,2.567,3.586,4.627,5.677,6.726,7.761,8.769,9.74,10.662,11.523,12.313,13.023,13.642,14.164,14.582,NA
0,-15.457,-15.554,-15.58,-15.53,-15.4,-15.189,-14.894,-14.514,-14.051,-13.505,-12.879,-12.176,-11.402,-10.562,-9.662,-8.71,-7.715,-6.683,-5.626,-4.551,-3.467,-2.385,-1.312,-0.256,0.774,1.773,2.733,3.649,4.518,5.334,6.095,6.8,7.446,8.034,8.562,9.031,9.442,9.795,10.091,10.332,10.519,10.653,10.735,10.768,10.751,10.687,10.576,10.421,10.225,9.987,9.712,9.403,9.061,8.692,8.299,7.888,7.462,7.029,6.594,6.163,5.743,5.34,4.962,4.614,4.302,4.033,3.812,3.643,3.529,3.475,3.481,3.547,3.675,3.862,4.105,4.402,4.746,5.134,5.558,6.012,6.488,6.979,7.476,7.972,8.458,8.928,9.374,9.79,10.17,10.508,10.799,11.041,11.23,11.365,11.442,11.462,11.425,11.331,11.181,10.977,NA
0,-7.048,-7.045,-7.084,-7.163,-7.276,-7.419,-7.587,-7.774,-7.973,-8.179,-8.384,-8.581,-8.764,-8.927,-9.062,-9.165,-9.23,-9.253,-9.23,-9.16,-9.04,-8.871,-8.651,-8.383,-8.069,-7.713,-7.318,-6.889,-6.432,-5.953,-5.457,-4.952,-4.444,-3.938,-3.442,-2.961,-2.5,-2.063,-1.655,-1.28,-0.939,-0.634,-0.367,-0.138,0.053,0.207,0.326,0.411,0.466,0.491,0.492,0.469,0.427,0.37,0.299,0.219,0.133,0.043,-0.046,-0.134,-0.216,-0.291,-0.357,-0.412,-0.454,-0.483,-0.499,-0.5,-0.489,-0.464,-0.427,-0.381,-0.328,-0.27,-0.21,-0.151,-0.097,-0.051,-0.017,0.001,0,-0.023,-0.07,-0.143,-0.245,-0.374,-0.532,-0.716,-0.926,-1.159,-1.411,-1.678,-1.956,-2.238,-2.52,-2.795,-3.058,-3.303,-3.523,-3.713,NA
